6.464390040000000000e+08,1.718000000000000000e+03,2.063000000000000000e+03,2.302000000000000000e+03,2.516870000000000000e+05
6.464590070000000000e+08,1.680000000000000000e+03,2.042000000000000000e+03,2.287000000000000000e+03,2.516860000000000000e+05
6.464790100000000000e+08,1.686000000000000000e+03,2.032000000000000000e+03,2.289000000000000000e+03,2.516950000000000000e+05
6.464990130000000000e+08,1.695000000000000000e+03,2.046000000000000000e+03,2.277000000000000000e+03,2.516950000000000000e+05
6.465190150000000000e+08,1.680000000000000000e+03,2.023000000000000000e+03,2.271000000000000000e+03,2.516200000000000000e+05
6.465390170000000000e+08,1.691000000000000000e+03,2.032000000000000000e+03,2.285000000000000000e+03,2.515090000000000000e+05
6.465590190000000000e+08,1.716000000000000000e+03,2.064000000000000000e+03,2.308000000000000000e+03,2.514390000000000000e+05
6.465790210000000000e+08,1.715000000000000000e+03,2.057000000000000000e+03,2.298000000000000000e+03,2.514220000000000000e+05
6.465990230000000000e+08,1.693000000000000000e+03,2.042000000000000000e+03,2.284000000000000000e+03,2.514470000000000000e+05
6.466190250000000000e+08,1.695000000000000000e+03,2.054000000000000000e+03,2.271000000000000000e+03,2.514890000000000000e+05
6.466390270000000000e+08,1.690000000000000000e+03,2.032000000000000000e+03,2.282000000000000000e+03,2.515160000000000000e+05
6.466590290000000000e+08,1.681000000000000000e+03,2.023000000000000000e+03,2.278000000000000000e+03,2.515350000000000000e+05
6.466790320000000000e+08,1.701000000000000000e+03,2.054000000000000000e+03,2.288000000000000000e+03,2.515610000000000000e+05
6.466990350000000000e+08,1.712000000000000000e+03,2.041000000000000000e+03,2.307000000000000000e+03,2.515790000000000000e+05
6.467190380000000000e+08,1.707000000000000000e+03,2.037000000000000000e+03,2.290000000000000000e+03,2.515880000000000000e+05
6.467390400000000000e+08,1.671000000000000000e+03,2.000000000000000000e+03,2.288000000000000000e+03,2.516070000000000000e+05
6.467590410000000000e+08,1.680000000000000000e+03,2.034000000000000000e+03,2.278000000000000000e+03,2.516140000000000000e+05
6.467790430000000000e+08,1.691000000000000000e+03,2.037000000000000000e+03,2.269000000000000000e+03,2.516150000000000000e+05
6.467990460000000000e+08,1.680000000000000000e+03,2.039000000000000000e+03,2.281000000000000000e+03,2.516020000000000000e+05
6.468190490000000000e+08,1.715000000000000000e+03,2.064000000000000000e+03,2.291000000000000000e+03,2.516060000000000000e+05
6.468390510000000000e+08,1.719000000000000000e+03,2.069000000000000000e+03,2.304000000000000000e+03,2.516370000000000000e+05
6.468590520000000000e+08,1.690000000000000000e+03,2.032000000000000000e+03,2.374000000000000000e+03,2.516630000000000000e+05
6.468790550000000000e+08,1.681000000000000000e+03,2.042000000000000000e+03,2.288000000000000000e+03,2.516870000000000000e+05
6.468990560000000000e+08,1.675000000000000000e+03,2.032000000000000000e+03,2.276000000000000000e+03,2.517070000000000000e+05
6.469190590000000000e+08,1.682000000000000000e+03,2.032000000000000000e+03,2.269000000000000000e+03,2.517210000000000000e+05
6.469390620000000000e+08,1.686000000000000000e+03,2.026000000000000000e+03,2.266000000000000000e+03,2.517200000000000000e+05
6.469591960000000000e+08,1.751000000000000000e+03,2.062000000000000000e+03,2.285000000000000000e+03,2.517290000000000000e+05
6.469792250000000000e+08,1.718000000000000000e+03,2.043000000000000000e+03,2.288000000000000000e+03,2.517490000000000000e+05
6.469992280000000000e+08,1.706000000000000000e+03,2.064000000000000000e+03,2.308000000000000000e+03,2.517570000000000000e+05
6.470192320000000000e+08,1.691000000000000000e+03,2.035000000000000000e+03,2.287000000000000000e+03,2.517080000000000000e+05
6.470392810000000000e+08,1.695000000000000000e+03,2.036000000000000000e+03,2.283000000000000000e+03,2.515800000000000000e+05
6.470592830000000000e+08,1.682000000000000000e+03,2.035000000000000000e+03,2.285000000000000000e+03,2.514820000000000000e+05
6.470792850000000000e+08,1.702000000000000000e+03,2.032000000000000000e+03,2.283000000000000000e+03,2.514270000000000000e+05
6.470992880000000000e+08,1.709000000000000000e+03,2.054000000000000000e+03,2.293000000000000000e+03,2.514220000000000000e+05
6.471192920000000000e+08,1.703000000000000000e+03,2.055000000000000000e+03,2.301000000000000000e+03,2.514340000000000000e+05
6.471402010000000000e+08,1.703000000000000000e+03,2.039000000000000000e+03,2.320000000000000000e+03,2.514450000000000000e+05
6.471602530000000000e+08,1.680000000000000000e+03,2.023000000000000000e+03,2.273000000000000000e+03,2.514570000000000000e+05
6.471802560000000000e+08,1.680000000000000000e+03,2.103000000000000000e+03,2.275000000000000000e+03,2.514640000000000000e+05
6.472002590000000000e+08,1.700000000000000000e+03,2.065000000000000000e+03,2.308000000000000000e+03,2.514850000000000000e+05
6.472202620000000000e+08,1.719000000000000000e+03,2.067000000000000000e+03,2.295000000000000000e+03,2.514970000000000000e+05
6.472411710000000000e+08,1.680000000000000000e+03,2.032000000000000000e+03,2.282000000000000000e+03,2.514990000000000000e+05
6.472612270000000000e+08,1.669000000000000000e+03,2.032000000000000000e+03,2.285000000000000000e+03,2.515060000000000000e+05
6.472812280000000000e+08,1.693000000000000000e+03,2.029000000000000000e+03,2.288000000000000000e+03,2.515030000000000000e+05
6.473012290000000000e+08,1.690000000000000000e+03,2.045000000000000000e+03,2.288000000000000000e+03,2.514810000000000000e+05
6.473212340000000000e+08,1.710000000000000000e+03,2.043000000000000000e+03,2.291000000000000000e+03,2.514580000000000000e+05
6.473423560000000000e+08,1.693000000000000000e+03,2.045000000000000000e+03,2.277000000000000000e+03,2.514470000000000000e+05
6.473623580000000000e+08,1.693000000000000000e+03,2.027000000000000000e+03,2.256000000000000000e+03,2.514470000000000000e+05
6.473823600000000000e+08,1.685000000000000000e+03,2.043000000000000000e+03,2.275000000000000000e+03,2.514460000000000000e+05
6.474023630000000000e+08,1.690000000000000000e+03,2.035000000000000000e+03,2.278000000000000000e+03,2.514490000000000000e+05
6.474223650000000000e+08,1.667000000000000000e+03,2.034000000000000000e+03,2.299000000000000000e+03,2.514640000000000000e+05
6.474423670000000000e+08,1.715000000000000000e+03,2.070000000000000000e+03,2.288000000000000000e+03,2.514810000000000000e+05
6.474631700000000000e+08,1.679000000000000000e+03,2.038000000000000000e+03,2.269000000000000000e+03,2.514920000000000000e+05
6.474831720000000000e+08,1.686000000000000000e+03,2.023000000000000000e+03,2.275000000000000000e+03,2.515020000000000000e+05
6.475031750000000000e+08,1.694000000000000000e+03,2.028000000000000000e+03,2.277000000000000000e+03,2.515240000000000000e+05
6.475232070000000000e+08,1.712000000000000000e+03,2.064000000000000000e+03,2.291000000000000000e+03,2.515340000000000000e+05
6.475432100000000000e+08,1.720000000000000000e+03,2.064000000000000000e+03,2.294000000000000000e+03,2.514470000000000000e+05
6.475642220000000000e+08,1.691000000000000000e+03,2.035000000000000000e+03,2.284000000000000000e+03,2.513400000000000000e+05
6.475842240000000000e+08,1.686000000000000000e+03,2.030000000000000000e+03,2.278000000000000000e+03,2.512670000000000000e+05
6.476042270000000000e+08,1.740000000000000000e+03,2.025000000000000000e+03,2.267000000000000000e+03,2.512460000000000000e+05
6.476242290000000000e+08,1.709000000000000000e+03,2.065000000000000000e+03,2.302000000000000000e+03,2.512600000000000000e+05
6.476445070000000000e+08,1.697000000000000000e+03,2.043000000000000000e+03,2.267000000000000000e+03,2.512800000000000000e+05
6.476651980000000000e+08,1.689000000000000000e+03,2.046000000000000000e+03,2.277000000000000000e+03,2.512920000000000000e+05
